,overall_qual,gr_liv_area,garage_cars,garage_area,total_bsmt_sf,1st_flr_sf,year_built,full_bath,year_remod/add,mas_vnr_area,saleprice
1873,6,1052,1.0,311.0,1052.0,1052,1963,1,1963,203.0,127000
1874,5,1107,1.0,308.0,949.0,1107,1967,1,1993,0.0,127000
1875,5,1214,1.0,318.0,1214.0,1214,1967,2,1967,196.0,143000
1876,5,1073,2.0,515.0,1073.0,1073,1965,1,1965,168.0,156000
1877,5,1344,1.0,484.0,1024.0,1344,1958,1,1983,0.0,144000
1878,5,1728,1.0,352.0,1728.0,1728,1964,2,1964,84.0,119000
1879,4,1224,3.0,530.0,0.0,1224,1964,2,1964,0.0,103000
1880,5,1422,1.0,286.0,978.0,1422,1960,1,1978,0.0,139900
1881,6,958,1.0,301.0,958.0,958,1960,1,1998,0.0,151500
1882,5,1065,2.0,461.0,1065.0,1065,1960,1,1960,66.0,126500
1883,6,1138,1.0,264.0,588.0,1138,1958,1,1958,63.0,145000
1884,5,912,1.0,297.0,912.0,912,1958,1,1985,0.0,120000
1885,5,1074,2.0,396.0,894.0,1074,1956,1,1956,0.0,124000
1886,5,882,1.0,294.0,0.0,882,1959,1,1959,0.0,106500
1887,5,1187,2.0,440.0,864.0,1187,1961,1,1961,0.0,140500
1888,5,964,2.0,784.0,964.0,964,1961,1,1961,56.0,137500
1889,5,894,1.0,312.0,894.0,894,1960,1,1960,0.0,117600
1890,7,1200,2.0,440.0,1174.0,1200,1966,2,1966,202.0,163500
1891,6,1042,2.0,440.0,1042.0,1042,1965,2,1965,98.0,161000
1892,6,1302,1.0,309.0,1302.0,1302,1964,2,1991,108.0,158000
1893,6,2154,2.0,539.0,845.0,845,1964,2,1997,306.0,224500
1894,6,1374,1.0,286.0,1130.0,1374,1964,1,1964,212.0,147000
1895,6,1652,2.0,510.0,1592.0,1652,1959,1,1991,136.0,200000
1896,6,1429,2.0,572.0,1144.0,1429,1960,1,1987,85.0,181900
1897,5,1327,2.0,624.0,1063.0,1327,1959,1,2002,0.0,150750
1898,4,1224,2.0,462.0,0.0,1224,1962,2,1962,0.0,101800
1899,6,932,1.0,306.0,932.0,932,1950,1,1950,0.0,124000
1900,5,908,2.0,512.0,822.0,908,1940,1,1996,0.0,138500
1901,1,334,0.0,0.0,0.0,334,1946,1,1950,0.0,39300
1902,3,666,0.0,0.0,666.0,666,1946,1,1950,0.0,64500
1903,3,670,0.0,0.0,370.0,442,1945,1,1950,0.0,64000
1904,5,808,1.0,308.0,808.0,808,1958,1,2000,0.0,112000
1905,6,1977,2.0,540.0,816.0,1127,1964,1,1978,272.0,165000
1906,5,1150,1.0,288.0,1078.0,1150,1955,1,1955,176.0,144000
1907,5,1920,2.0,400.0,928.0,928,1948,2,1950,567.0,137000
1908,5,1376,1.0,240.0,768.0,968,1941,1,1950,0.0,105000
1909,5,1644,1.0,312.0,728.0,888,1942,1,1995,224.0,146500
1910,5,1560,3.0,792.0,1560.0,1560,1968,2,1968,0.0,126000
1911,5,1280,2.0,432.0,793.0,1280,1966,2,1966,87.0,175000
1912,6,1254,2.0,525.0,1218.0,1254,1961,1,1961,291.0,158500
1913,5,912,1.0,275.0,912.0,912,1958,1,1958,1.0,114500
1914,5,1524,1.0,315.0,874.0,874,1958,1,1958,180.0,144000
1915,6,2380,2.0,596.0,1021.0,1465,1965,2,1979,113.0,129000
1916,6,936,1.0,315.0,936.0,936,1957,1,1999,0.0,141000
1917,5,1008,1.0,308.0,1008.0,1008,1956,1,1956,54.0,131000
1918,5,1053,2.0,692.0,1053.0,1053,1963,1,1963,0.0,142100
1919,5,1056,1.0,308.0,1056.0,1056,1958,1,1992,0.0,139000
1920,6,1442,1.0,301.0,1442.0,1442,1958,1,1958,243.0,157900
1921,5,1056,1.0,260.0,1056.0,1056,1954,1,2005,0.0,139400
1922,6,1244,1.0,336.0,1244.0,1244,1957,1,1957,0.0,150000
1923,5,1144,1.0,336.0,1144.0,1144,1960,1,1960,69.0,120000
1924,6,1721,2.0,464.0,1331.0,1721,1957,1,1969,289.0,174850
1925,5,922,1.0,308.0,922.0,922,1957,1,1957,0.0,116000
1926,5,1048,1.0,286.0,1048.0,1048,1956,1,1956,120.0,135000
1927,6,1657,2.0,484.0,1657.0,1657,1970,2,1970,0.0,163500
1928,5,1411,1.0,310.0,1204.0,1411,1955,1,1975,0.0,130000
1929,5,1216,1.0,336.0,1216.0,1216,1955,1,1955,0.0,129500
1930,5,1154,1.0,336.0,864.0,1154,1953,1,2006,0.0,142000
1931,5,1560,2.0,484.0,1560.0,1560,1958,2,1958,260.0,128600
1932,6,948,2.0,410.0,948.0,948,1952,1,1952,0.0,125000
1933,6,1040,1.0,293.0,1040.0,1040,1953,1,1953,0.0,136000
1934,5,1008,1.0,240.0,1008.0,1008,1953,1,2006,0.0,134500
1935,5,925,1.0,252.0,925.0,925,1956,1,2003,0.0,127000
1936,5,1360,2.0,572.0,384.0,1360,1955,1,1955,0.0,130000
1937,4,1540,1.0,352.0,1190.0,1040,1955,1,1955,0.0,115000
1938,5,925,1.0,390.0,923.0,925,1955,1,1955,0.0,116900
1939,5,928,1.0,252.0,928.0,928,1956,1,2000,0.0,132000
1940,4,1647,1.0,280.0,1105.0,1647,1953,1,1953,0.0,153000
1941,5,924,1.0,420.0,924.0,924,1952,1,1952,0.0,112500
1942,4,1544,0.0,0.0,925.0,1000,1890,2,2006,0.0,138000
1943,5,893,2.0,576.0,845.0,893,1949,1,2003,0.0,135000
1944,5,1728,1.0,371.0,1216.0,1216,1953,1,2004,0.0,156000
1945,5,3086,3.0,1200.0,666.0,1308,1935,3,2007,0.0,301600
1946,5,1034,1.0,240.0,735.0,735,1940,1,1950,0.0,109000
1947,4,882,0.0,0.0,882.0,882,1956,1,1956,0.0,103200
1948,4,1281,2.0,580.0,1151.0,845,1925,2,1993,0.0,128500
1949,4,968,1.0,216.0,656.0,968,1927,2,2007,0.0,64500
1950,5,1534,0.0,0.0,736.0,751,1895,1,1999,0.0,148000
1951,5,691,1.0,216.0,691.0,691,1920,1,1950,0.0,86000
1952,7,1651,1.0,276.0,725.0,1035,1963,2,1999,364.0,172000
1953,5,888,1.0,240.0,920.0,888,1961,1,1961,53.0,120000
1954,6,952,1.0,288.0,952.0,952,1968,1,1968,86.0,128500
1955,5,2080,2.0,504.0,1040.0,1040,1969,1,1969,192.0,135000
1956,5,924,2.0,576.0,672.0,672,1949,1,2006,0.0,122900
1957,6,1082,1.0,240.0,1082.0,1082,1948,1,1950,206.0,119200
1958,6,1846,1.0,315.0,1040.0,1168,1949,2,1950,320.0,143000
1959,5,988,1.0,276.0,876.0,988,1950,1,1950,0.0,119000
1960,5,1238,1.0,357.0,864.0,1238,1950,1,1950,0.0,102000
1961,5,864,2.0,720.0,864.0,864,1950,1,2002,0.0,129000
1962,5,1134,1.0,254.0,1010.0,1134,1960,1,2002,45.0,135000
1963,5,1040,1.0,286.0,1040.0,1040,1959,1,2003,0.0,152000
1964,5,1170,1.0,338.0,1170.0,1170,1958,1,1958,0.0,140000
1965,5,1242,1.0,324.0,1242.0,1242,1960,1,1960,0.0,152000
1966,5,1377,1.0,351.0,1377.0,1377,1960,1,1960,0.0,156500
1967,5,1800,0.0,0.0,1800.0,1800,1961,2,1961,0.0,141000
1968,5,925,1.0,300.0,0.0,925,1961,1,1961,0.0,99000
1969,6,1851,2.0,440.0,822.0,1020,1964,2,1993,340.0,187000
1970,5,1812,1.0,264.0,864.0,876,1962,2,1962,288.0,169500
1971,5,864,1.0,294.0,864.0,864,1962,1,1962,0.0,125500
1972,5,936,1.0,288.0,896.0,936,1962,1,1962,0.0,130000
1973,5,960,2.0,576.0,850.0,960,1926,1,1980,0.0,103000
1974,5,1432,2.0,360.0,264.0,768,1910,2,2002,0.0,132000
1975,6,1296,2.0,576.0,845.0,866,1927,1,1950,0.0,127500
1976,5,1022,1.0,184.0,1022.0,1022,1922,1,1950,0.0,89500
1977,5,936,2.0,672.0,936.0,936,1980,1,1980,180.0,140000
1978,5,967,1.0,180.0,967.0,967,1920,1,1990,0.0,99900
1979,4,1047,1.0,273.0,641.0,1047,1885,1,1995,0.0,100000
1980,5,1072,2.0,379.0,808.0,1072,1940,1,1950,279.0,130000
1981,5,1174,2.0,576.0,680.0,680,1900,1,2006,0.0,135000
1982,3,1183,1.0,308.0,649.0,679,1948,1,2002,0.0,120000
1983,4,1131,2.0,672.0,907.0,1131,1937,1,2000,435.0,89471
1984,4,1141,1.0,252.0,570.0,761,1900,1,1950,0.0,85000
1985,4,960,1.0,308.0,960.0,960,1920,1,1950,0.0,108500
1986,4,1798,2.0,342.0,1075.0,1156,1900,2,1950,0.0,137000
1987,5,866,0.0,0.0,686.0,866,1945,1,1997,0.0,110500
1988,5,968,2.0,480.0,968.0,968,1923,1,2006,0.0,100000
1989,8,1772,2.0,816.0,725.0,909,1910,2,1999,0.0,184900
1990,6,1642,1.0,374.0,728.0,914,1927,1,1950,0.0,145000
1991,5,1472,1.0,250.0,702.0,842,1925,1,1994,0.0,125000
1992,5,1232,2.0,480.0,616.0,616,1910,1,1950,0.0,114000
1993,5,2337,2.0,560.0,662.0,1422,1900,2,1950,0.0,90000
1994,6,1650,2.0,468.0,926.0,991,1910,2,1990,0.0,144100
1995,6,2210,1.0,205.0,1008.0,1178,1880,2,1950,0.0,117500
1996,5,1358,1.0,336.0,687.0,687,1930,1,2005,0.0,124500
1997,7,2454,2.0,576.0,819.0,1312,1879,2,1987,0.0,185000
1998,6,2291,2.0,506.0,1214.0,1260,1910,2,1998,0.0,133900
1999,6,1616,1.0,216.0,1149.0,1149,1926,2,2004,0.0,152000
2000,5,1559,2.0,812.0,1559.0,1559,1948,1,1973,0.0,153500
2001,7,2554,2.0,704.0,718.0,1576,1890,1,1998,0.0,159500
2002,5,1248,1.0,160.0,912.0,912,1930,1,1950,0.0,87000
2003,4,968,1.0,331.0,0.0,968,1956,1,1956,1.0,104500
2004,4,1382,1.0,384.0,0.0,1382,1949,2,2002,0.0,110000
2005,5,1060,1.0,308.0,756.0,916,1925,1,1994,0.0,136500
2006,5,1435,1.0,308.0,910.0,910,1950,1,1950,0.0,128250
2007,5,1167,2.0,495.0,915.0,1167,1920,1,1950,0.0,144000
2008,6,1635,2.0,440.0,1065.0,915,1923,1,1950,0.0,210000
2009,5,1274,1.0,224.0,728.0,728,1939,2,1998,0.0,135000
2010,6,1232,1.0,217.0,600.0,608,1939,1,1950,0.0,128000
2011,6,1218,2.0,440.0,735.0,869,1941,1,1950,0.0,131000
2012,5,884,1.0,240.0,884.0,884,1939,1,1950,0.0,113000
2013,6,1409,2.0,528.0,861.0,861,1938,1,1950,0.0,126000
2014,5,1322,1.0,280.0,672.0,899,1939,1,1952,0.0,132000
2015,5,1426,1.0,230.0,966.0,1014,1930,1,1992,0.0,131750
2016,5,1281,2.0,379.0,756.0,903,1926,1,1950,0.0,132500
2017,5,1513,1.0,180.0,939.0,939,1920,1,2004,0.0,137500
2018,7,854,2.0,576.0,832.0,854,1929,1,2001,0.0,132000
2019,6,1367,1.0,560.0,884.0,959,1931,1,1950,0.0,127500
2020,6,986,1.0,180.0,960.0,986,1926,1,1950,0.0,102000
2021,6,2264,1.0,408.0,1100.0,1100,1918,2,1995,0.0,200000
2022,6,1824,2.0,520.0,764.0,1060,1919,1,1950,0.0,180500
2023,6,1376,2.0,576.0,768.0,752,1920,1,1950,0.0,165000
2024,5,1316,2.0,576.0,750.0,960,1926,1,1950,0.0,90000
2025,6,1396,1.0,384.0,698.0,698,1915,1,2003,0.0,153575
2026,7,1344,2.0,456.0,672.0,672,1929,1,1990,0.0,140000
2027,6,2526,1.0,216.0,714.0,1664,1916,2,1950,0.0,136000
2028,5,1173,1.0,240.0,592.0,933,1901,2,1950,0.0,113000
2029,5,1214,1.0,216.0,969.0,969,1901,1,1950,0.0,117000
2030,7,1818,1.0,240.0,1040.0,1226,1931,1,1950,600.0,169500
2031,7,1108,1.0,280.0,637.0,1108,1930,1,1950,0.0,139400
2032,6,2294,2.0,658.0,741.0,1497,1963,3,1963,234.0,202500
2033,6,1355,0.0,0.0,684.0,773,1914,1,2006,0.0,127000
2034,6,1375,1.0,544.0,780.0,780,1937,1,1950,0.0,141000
2035,7,1952,1.0,299.0,976.0,976,1950,1,2005,0.0,212300
2036,6,2180,2.0,720.0,1138.0,1138,1915,1,1950,0.0,161000
2037,4,1315,2.0,436.0,808.0,838,1958,2,1958,0.0,99500
2038,5,1111,1.0,288.0,530.0,581,1920,1,1996,0.0,101000
2039,4,1196,2.0,440.0,1196.0,1196,1916,1,1990,0.0,109900
2040,5,1382,2.0,660.0,720.0,854,1941,1,1950,0.0,128500
2041,7,1889,1.0,308.0,925.0,964,1910,1,1950,0.0,122000
2042,5,840,0.0,0.0,672.0,840,1930,1,1950,0.0,87000
2043,4,1484,1.0,264.0,771.0,866,1910,2,1950,0.0,50000
2044,7,2267,2.0,498.0,1005.0,1262,1937,1,1980,0.0,219000
2045,5,3086,0.0,0.0,1598.0,1636,1946,3,1994,0.0,200500
2046,5,1134,1.0,240.0,756.0,756,1940,1,1950,0.0,126000
2047,5,1282,1.0,240.0,672.0,778,1942,1,1979,0.0,108500
2048,5,999,1.0,308.0,925.0,999,1963,1,1963,0.0,130000
2049,5,1452,2.0,572.0,1420.0,1452,1964,1,1980,30.0,158450
2050,4,1005,2.0,440.0,1005.0,1005,1964,1,1964,0.0,115400
2051,4,1029,1.0,261.0,1029.0,1029,1961,1,1961,192.0,118500
2052,5,1020,2.0,528.0,980.0,1020,1964,2,2001,50.0,165000
2053,5,1040,1.0,264.0,1040.0,1040,1966,1,1966,442.0,123000
2054,6,913,1.0,240.0,814.0,913,1966,1,1966,0.0,129000
2055,5,894,1.0,384.0,894.0,894,1966,1,1966,0.0,125000
2056,5,948,1.0,300.0,948.0,948,1968,1,1968,0.0,108000
2057,5,868,2.0,576.0,768.0,868,1971,1,1990,0.0,119900
2058,5,897,1.0,264.0,876.0,897,1968,1,1968,89.0,115000
2059,5,943,2.0,528.0,943.0,943,1967,1,1967,323.0,134500
2060,5,955,1.0,386.0,955.0,955,1966,1,1966,0.0,127000
2061,5,894,2.0,450.0,894.0,894,1968,1,1968,0.0,129000
2062,6,1285,2.0,528.0,660.0,1285,1977,1,1977,148.0,143500
2063,5,912,1.0,315.0,912.0,912,1966,1,1966,0.0,129000
2064,5,1375,1.0,323.0,1240.0,1375,1956,1,1998,0.0,187000
2065,5,2654,2.0,638.0,671.0,1567,1920,3,1996,356.0,158000
2066,5,1416,2.0,576.0,816.0,1416,1918,2,2007,0.0,112000
2067,7,1302,1.0,224.0,680.0,798,1940,1,1998,0.0,165250
2068,6,1299,2.0,494.0,967.0,1299,1954,1,1995,0.0,150000
2069,5,1176,1.0,303.0,1158.0,1176,1958,1,1998,340.0,137000
2070,4,998,2.0,460.0,0.0,998,1945,1,1950,0.0,89500
2071,7,1824,2.0,739.0,1643.0,1824,1971,2,2002,351.0,302000
2072,6,1522,2.0,552.0,1190.0,1522,1984,2,1984,136.0,182000
2073,6,2060,2.0,521.0,1151.0,1164,1988,2,1989,268.0,211000
2074,5,1325,2.0,576.0,409.0,1325,1948,2,2005,0.0,216000
2075,5,1630,2.0,649.0,1073.0,1630,1953,2,1953,0.0,130000
2076,4,1242,1.0,336.0,484.0,1242,1946,1,1950,0.0,109900
2077,6,2422,2.0,527.0,1288.0,2422,1954,3,1994,300.0,255000
2078,6,2158,2.0,576.0,1202.0,2158,1950,2,2001,0.0,243000
2079,6,1626,1.0,332.0,988.0,988,1954,1,1954,0.0,154000
2080,5,864,1.0,399.0,864.0,864,1958,1,1958,0.0,118000
2081,4,943,1.0,308.0,0.0,943,1958,1,1994,0.0,80000
2082,4,1440,0.0,0.0,1440.0,1440,1977,2,1977,0.0,150000
2083,4,605,0.0,0.0,528.0,605,1920,1,2002,0.0,86000
2084,5,1038,1.0,264.0,1038.0,1038,1984,2,1984,149.0,130000
2085,5,1342,1.0,256.0,1342.0,1342,1951,1,1951,0.0,125000
2086,5,1480,1.0,253.0,1080.0,1080,1951,1,1994,0.0,136500
2087,4,1362,1.0,280.0,951.0,986,1920,2,1950,0.0,96000
2088,5,1340,1.0,252.0,0.0,1340,1957,1,2006,98.0,120000
2089,6,1822,2.0,515.0,1105.0,1105,1984,2,1984,0.0,228500
2090,7,1442,2.0,719.0,910.0,1442,1990,2,1991,0.0,179900
2091,7,2243,3.0,746.0,700.0,1122,1990,2,1991,246.0,225000
2092,7,2730,2.0,576.0,1502.0,1553,1986,2,1987,172.0,301000
2093,7,2127,3.0,833.0,1104.0,912,1991,2,1991,0.0,238000
2094,7,1982,2.0,575.0,807.0,1175,1989,2,1989,340.0,228500
2095,7,1958,2.0,499.0,779.0,1029,1994,2,2001,0.0,220000
2096,7,2696,3.0,792.0,1264.0,1282,2007,2,2007,220.0,383970
2097,8,2828,3.0,1052.0,1466.0,1466,2006,3,2007,340.0,424870
2098,8,1651,3.0,870.0,1643.0,1651,2007,2,2007,306.0,250000
2099,8,2140,3.0,894.0,2140.0,2140,2006,2,2007,0.0,360000
2100,7,1494,3.0,840.0,1494.0,1494,2006,2,2007,306.0,279500
2101,7,1316,2.0,440.0,1316.0,1316,2007,2,2007,0.0,200141
2102,8,1651,3.0,870.0,1643.0,1651,2007,2,2007,306.0,246500
2103,8,2574,3.0,868.0,1482.0,1482,2007,2,2007,270.0,276000
2104,7,1274,2.0,508.0,1274.0,1274,2005,2,2007,80.0,203000
2105,7,1456,2.0,440.0,728.0,728,2006,2,2006,0.0,155835
2106,7,1240,3.0,826.0,1240.0,1240,2006,2,2006,0.0,194000
2107,7,1208,2.0,628.0,1208.0,1208,2007,2,2007,108.0,195400
2108,7,1546,3.0,796.0,1546.0,1546,2005,2,2006,204.0,217000
2109,8,1500,2.0,674.0,1489.0,1500,2006,2,2006,132.0,212999
2110,7,1270,2.0,524.0,1270.0,1270,2005,2,2006,0.0,175900
2111,7,1795,2.0,578.0,879.0,879,2005,2,2006,0.0,191000
2112,6,1314,2.0,440.0,1314.0,1314,2006,2,2006,0.0,176432
2113,7,2062,2.0,454.0,1157.0,1180,1988,2,1989,128.0,277000
2114,7,1873,2.0,619.0,929.0,946,1988,2,1988,360.0,207000
2115,6,2144,2.0,389.0,1444.0,1444,1958,2,2006,472.0,277000
2116,6,1953,2.0,501.0,1580.0,1079,1992,2,1992,0.0,240000
2117,6,2087,2.0,444.0,832.0,976,1966,2,2007,157.0,187500
2118,8,1743,2.0,529.0,966.0,1743,1976,0,1976,0.0,279000
2119,5,1022,2.0,747.0,1022.0,1022,1994,1,1994,0.0,139500
2120,5,990,1.0,299.0,990.0,990,1994,1,1994,0.0,126000
2121,6,1200,2.0,521.0,1200.0,1200,1995,2,1995,0.0,177500
2122,6,1308,2.0,497.0,635.0,646,1997,2,2006,0.0,175000
2123,6,1796,2.0,546.0,794.0,882,1998,2,1998,0.0,211000
2124,5,990,1.0,384.0,990.0,990,1994,1,1994,0.0,146000
2125,5,1097,1.0,242.0,1097.0,1097,1996,1,1996,0.0,147900
2126,4,990,0.0,0.0,990.0,990,1994,1,1995,0.0,123600
2127,6,1786,2.0,684.0,824.0,905,1997,2,1997,0.0,204750
2128,7,1873,2.0,597.0,988.0,988,1999,2,1999,0.0,235500
2129,7,1753,2.0,534.0,853.0,853,1998,2,1999,290.0,217000
2130,7,1690,2.0,517.0,845.0,845,2001,2,2001,0.0,190550
2131,7,1842,2.0,486.0,985.0,985,2000,2,2000,144.0,217500
2132,7,1479,2.0,558.0,1453.0,1479,2003,2,2003,167.0,226000
2133,7,1668,2.0,500.0,840.0,840,2003,2,2003,101.0,180000
2134,5,894,2.0,440.0,864.0,894,1974,1,1974,0.0,131000
2135,5,1025,2.0,370.0,1015.0,1025,1976,2,1976,113.0,153500
2136,5,1009,2.0,576.0,995.0,1009,1977,2,1977,51.0,160000
2137,5,1040,2.0,748.0,1040.0,1040,1977,1,1977,0.0,134900
2138,5,907,1.0,308.0,876.0,907,1977,1,1977,0.0,130000
2139,5,879,2.0,440.0,864.0,879,1975,1,1975,0.0,120000
2140,5,882,2.0,461.0,882.0,882,1972,1,1972,0.0,112500
2141,5,969,2.0,440.0,969.0,969,1975,1,1975,0.0,122000
2142,5,864,2.0,576.0,864.0,864,1972,1,2000,0.0,127000
2143,4,875,2.0,728.0,385.0,875,1972,1,2006,0.0,117000
2144,8,2000,3.0,888.0,2000.0,2000,2004,2,2005,246.0,305900
2145,8,2169,2.0,647.0,1284.0,1284,2002,2,2002,149.0,228500
2146,7,1673,2.0,583.0,1673.0,1673,2000,2,2000,0.0,270000
2147,7,1459,2.0,527.0,1459.0,1459,2002,2,2002,100.0,192000
2148,7,1932,2.0,610.0,979.0,992,2003,2,2003,0.0,213000
2149,7,1729,2.0,542.0,860.0,860,2002,2,2002,214.0,200000
2150,8,2452,2.0,683.0,1028.0,1210,1998,2,1999,0.0,267000
2151,8,1592,2.0,484.0,1556.0,1592,1994,2,1995,519.0,228000
2152,8,2439,2.0,560.0,1531.0,1531,2001,2,2001,256.0,275000
2153,7,1992,2.0,608.0,860.0,1212,1996,2,2002,254.0,211000
2154,9,1668,3.0,702.0,1626.0,1668,2002,2,2002,215.0,285000
2155,8,2090,2.0,556.0,1220.0,1220,1995,2,1996,438.0,240000
2156,6,848,2.0,420.0,848.0,848,2003,1,2003,170.0,131500
2157,8,1341,2.0,482.0,1341.0,1341,1999,1,2000,158.0,246900
2158,7,1928,2.0,434.0,847.0,847,2003,2,2004,0.0,219500
2159,7,1337,2.0,531.0,1337.0,1337,2003,2,2003,0.0,185000
2160,7,1476,2.0,552.0,738.0,738,2007,2,2007,0.0,179400
2161,7,1797,2.0,639.0,939.0,939,2006,2,2006,0.0,213500
2162,7,1422,2.0,626.0,1422.0,1422,2004,2,2004,106.0,179600
2163,7,1190,2.0,578.0,1169.0,1190,2005,2,2005,0.0,173500
2164,6,1330,2.0,437.0,1330.0,1330,2006,2,2007,0.0,167840
2165,7,1491,2.0,484.0,738.0,738,2006,2,2006,0.0,168675
2166,5,1536,2.0,400.0,768.0,768,2005,2,2005,0.0,167000
2167,5,1214,2.0,461.0,1214.0,1214,1965,1,1965,0.0,140000
2168,5,936,1.0,384.0,936.0,936,1967,1,1967,162.0,118500
2169,4,1088,2.0,520.0,1088.0,1088,1963,1,1963,20.0,110000
2170,4,960,1.0,432.0,960.0,960,1965,1,1965,48.0,94750
2171,5,1351,2.0,576.0,901.0,901,1925,1,1950,0.0,122000
2172,6,1179,2.0,622.0,1179.0,1179,1960,1,1960,198.0,110000
2173,6,816,0.0,0.0,816.0,816,1990,1,1990,104.0,118500
2174,6,1044,2.0,528.0,960.0,1044,1976,1,1976,0.0,133500
2175,6,1113,1.0,504.0,1143.0,1113,1976,1,1976,174.0,148000
2176,5,2233,2.0,579.0,0.0,1100,1979,2,1979,0.0,141000
2177,5,1125,2.0,430.0,1125.0,1125,2006,1,2007,0.0,155000
2178,5,1090,2.0,450.0,1090.0,1090,2005,1,2006,0.0,157000
2179,5,1408,2.0,489.0,734.0,734,2005,2,2006,0.0,171500
2180,10,5095,3.0,1154.0,5095.0,5095,2008,2,2009,1224.0,183850
2181,10,4676,3.0,884.0,3138.0,3138,2007,3,2008,762.0,184750
2182,6,1072,2.0,525.0,547.0,1072,2005,1,2005,76.0,140000
2183,5,960,1.0,392.0,960.0,960,1959,1,2000,0.0,131750
2184,4,1152,0.0,0.0,0.0,1152,1955,2,1955,128.0,61500
2185,4,948,1.0,248.0,864.0,948,1954,1,1954,132.0,111000
2186,5,1195,0.0,0.0,1195.0,1195,1946,2,1950,0.0,98500
2187,3,774,0.0,0.0,544.0,774,1931,1,2006,0.0,79000
2188,6,865,1.0,216.0,660.0,740,1920,1,1995,0.0,108500
2189,4,894,2.0,400.0,894.0,894,1954,1,1954,0.0,110000
2190,4,1346,1.0,384.0,560.0,796,1910,1,2000,0.0,112000
2191,4,768,1.0,355.0,768.0,768,1955,1,1955,0.0,125000
2192,4,864,2.0,528.0,864.0,864,1955,1,1955,0.0,79275
2193,4,948,1.0,280.0,948.0,948,1954,1,1954,0.0,119000
2194,6,3395,0.0,0.0,1440.0,1440,1914,2,1995,0.0,200000
2195,5,2592,0.0,0.0,1296.0,1296,1923,2,1950,0.0,150000
2196,6,1502,1.0,180.0,602.0,900,1923,1,1996,0.0,165000
2197,5,789,1.0,200.0,768.0,789,1926,1,1950,0.0,96500
2198,5,1422,1.0,352.0,1290.0,1422,1926,1,1950,0.0,136500
2199,6,1298,1.0,240.0,651.0,759,1921,2,2005,0.0,146500
2200,5,1768,1.0,240.0,731.0,981,1937,1,1950,252.0,175000
2201,7,1098,1.0,216.0,531.0,567,1930,1,1995,0.0,148500
2202,6,1436,1.0,228.0,585.0,851,1921,1,1950,0.0,141500
2203,7,1426,1.0,216.0,912.0,912,1918,1,1998,0.0,189950
2204,6,1461,1.0,225.0,686.0,686,1926,1,1991,0.0,135000
2205,7,1646,1.0,240.0,918.0,918,1941,2,1950,0.0,164000
2206,5,694,1.0,352.0,440.0,694,1913,1,2002,0.0,90350
2207,5,1250,2.0,552.0,661.0,661,1910,2,2003,0.0,139000
2208,5,954,1.0,240.0,920.0,954,1938,1,1950,0.0,119750
2209,6,1958,2.0,492.0,979.0,979,1946,2,1950,423.0,145000
2210,5,2002,3.0,871.0,1001.0,1001,1949,2,1950,0.0,145000
2211,7,1718,2.0,264.0,851.0,867,1927,2,1992,0.0,238000
2212,5,1226,2.0,400.0,0.0,1226,1951,1,1951,0.0,153500
2213,6,2624,3.0,864.0,1370.0,1370,1918,2,1950,0.0,239000
2214,8,3194,2.0,380.0,965.0,1940,1934,2,1998,0.0,359100
2215,4,1755,1.0,231.0,930.0,1230,1930,2,2003,0.0,188000
2216,6,1991,2.0,432.0,854.0,1096,1932,1,1950,480.0,220000
2217,5,1355,2.0,528.0,728.0,760,1941,2,1950,0.0,140000
2218,8,2727,2.0,440.0,853.0,1549,1932,2,1994,0.0,315000
2219,6,2320,1.0,180.0,1028.0,1436,1945,2,2002,0.0,259500
2220,6,1839,2.0,416.0,1477.0,1839,1957,2,2004,106.0,257500
2221,7,1740,1.0,240.0,800.0,960,1940,1,1984,0.0,219500
2222,6,2259,2.0,450.0,1809.0,2259,1953,2,1953,184.0,217000
2223,6,1560,2.0,580.0,1560.0,1560,1960,1,1960,423.0,201000
2224,6,1488,2.0,552.0,1488.0,1488,1968,2,1968,0.0,215000
2225,6,1045,2.0,462.0,516.0,529,1980,1,1980,0.0,123900
2226,4,1680,2.0,628.0,1680.0,1680,1995,2,1996,0.0,170000
2227,8,1020,2.0,509.0,1004.0,1020,1988,1,1988,0.0,200000
2228,7,1696,2.0,625.0,1696.0,1696,1971,2,1971,652.0,198000
2230,8,2726,2.0,691.0,279.0,2726,1986,2,1986,0.0,315000
2231,5,1517,0.0,0.0,793.0,997,1919,2,2005,0.0,115000
2232,6,1215,2.0,720.0,720.0,720,1940,1,1950,0.0,141000
2233,5,803,2.0,360.0,720.0,803,1941,1,1950,0.0,87000
2234,5,1601,0.0,0.0,936.0,936,1925,2,2003,0.0,129850
2235,4,1123,1.0,264.0,732.0,772,1939,1,1950,0.0,100000
2237,5,816,1.0,100.0,816.0,816,1922,1,1950,0.0,75200
2238,6,1012,1.0,308.0,1012.0,1012,1920,1,1950,0.0,118400
2239,5,1077,1.0,338.0,961.0,1077,1920,1,1950,0.0,67000
2240,5,1558,1.0,282.0,910.0,910,1950,1,1950,0.0,152000
2241,2,845,1.0,256.0,0.0,640,1939,1,1950,0.0,68104
2242,5,1991,0.0,0.0,957.0,1034,1895,2,2006,0.0,119600
2243,4,1073,2.0,720.0,1073.0,1073,1957,1,1980,0.0,140000
